code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,sum_click,date_registration,is_dropout
0,1,101781,1,8,2,8,1,-0.3402289803143461,-0.4810830156421975,0,1.706779786633477,-0.6818688540717208,0
0,1,102806,1,5,0,3,0,-0.3402289803143461,-0.4810830156421975,0,0.4306203522283079,-0.7630710272802016,0
0,1,102952,1,3,1,6,0,-0.3402289803143461,-0.4810830156421975,0,-0.03848640282618487,-0.6209672241653603,0
0,1,104476,1,2,4,10,1,-0.3402289803143461,-0.4810830156421975,0,2.104397980779162,-0.8036721138844419,0
0,1,106247,1,8,1,8,1,-0.3402289803143461,-0.4810830156421975,0,-0.44319437160745384,1.5105898225572583,1
0,1,106577,1,1,2,2,0,-0.3402289803143461,-0.4810830156421975,0,-0.2848560714127384,-0.7630710272802016,0
0,1,110175,1,0,1,8,1,-0.3402289803143461,-0.4810830156421975,0,-0.12829021487691902,-0.8239726571865621,0
0,1,111717,0,0,1,9,1,-0.3402289803143461,-0.4810830156421975,0,0.666355358861485,0.5361637440554897,0
0,1,113295,1,12,2,6,1,-0.3402289803143461,-0.4810830156421975,0,1.3812409679495659,0.8812729801915328,0
0,1,114017,0,4,4,10,1,-0.3402289803143461,-0.4810830156421975,0,-0.27067652214156984,0.8203713502851723,0
0,1,114999,1,12,1,6,1,-0.3402289803143461,-0.4810830156421975,0,0.08440302419060922,0.028650161502485328,0
0,1,116541,1,10,1,0,0,-0.3402289803143461,-0.4810830156421975,0,0.3963531081563173,0.028650161502485328,0
0,1,116692,1,0,0,7,1,-0.3402289803143461,-0.4810830156421975,0,-0.06330061405072983,0.7594697203788117,0
0,1,118983,1,1,1,3,0,-0.3402289803143461,0.9797921832794845,0,-0.5501318056941833,-0.6006666808632402,0
0,1,123044,1,8,0,4,1,-0.3402289803143461,-0.4810830156421975,0,0.4879293638659475,-0.25555744472719716,0
0,1,127582,0,1,0,4,0,-0.3402289803143461,2.4406673822011666,0,0.06254288573089103,0.7797702636809319,0
0,1,129955,1,11,0,5,0,-0.3402289803143461,-0.4810830156421975,0,-0.12060962568836939,-2.5901199244710176,1
0,1,132976,0,0,2,8,1,-0.3402289803143461,0.9797921832794845,0,-0.4106995711943593,-0.11345364161235591,0
0,1,134143,0,7,0,9,1,-0.3402289803143461,-0.4810830156421975,0,0.8961822199650086,-0.5397650509568797,0
0,1,135335,0,0,2,2,0,-0.3402289803143461,2.4406673822011666,0,-0.6842467092173192,0.8203713502851723,1
0,1,135400,0,7,2,9,1,-0.3402289803143461,-0.4810830156421975,1,-0.5483593620352872,0.7594697203788117,1
0,1,137873,1,9,0,4,1,-0.3402289803143461,-0.4810830156421975,0,2.548099710056144,-2.5495188378667772,0
0,1,141355,0,1,0,3,0,-0.3402289803143461,3.9015425811228486,0,0.35913179131949985,0.17075396461732656,0
0,1,141377,1,9,0,9,0,-0.3402289803143461,6.458074179235791,0,-0.6334366576622985,-0.8239726571865621,1
0,1,142326,0,4,0,5,1,-0.3402289803143461,-0.4810830156421975,0,0.535194528103176,0.6579670038682108,0
0,1,144801,0,8,1,8,1,-0.3402289803143461,-0.4810830156421975,0,2.617225012753091,0.048950704804605505,0
0,1,145130,1,9,1,6,0,-0.3402289803143461,0.9797921832794845,0,-0.4508749607960035,0.678267547170331,0
0,1,146188,0,11,0,2,0,-0.3402289803143461,-0.4810830156421975,1,-0.36520685061602687,-1.270584609833206,0
0,1,147756,1,4,2,6,0,-0.3402289803143461,0.9797921832794845,0,-0.35693544687451184,-0.45856287774839893,0
0,1,147793,0,4,2,8,0,-0.3402289803143461,0.2493545838186435,0,-0.6263468830267143,-1.392387869645927,1
0,1,148993,0,5,0,3,1,-0.3402289803143461,-0.4810830156421975,1,0.3833551879910794,-2.1232074285222535,1
0,1,151358,0,3,0,8,0,-0.3402289803143461,1.7102297827403254,0,-0.5584032094356983,0.5158632007533696,0
0,1,155550,1,3,0,0,1,-0.3402289803143461,8.284168177887894,0,0.18543231274768512,1.0842784132127345,0
0,1,155854,0,1,0,2,1,-0.3402289803143461,-0.4810830156421975,0,1.6471075167839762,0.31285776773216784,0
0,1,155984,0,0,2,7,0,-0.3402289803143461,-0.4810830156421975,0,-0.18146352464380108,0.10985233471096603,1
0,1,157568,0,9,0,9,0,-0.3402289803143461,-0.4810830156421975,0,0.11217130817998096,0.35345885433640817,0
0,1,159954,1,1,0,4,1,-0.3402289803143461,-0.4810830156421975,0,-0.017807893472397408,0.4752621141491292,1
0,1,164259,1,6,0,7,0,-0.3402289803143461,-0.4810830156421975,0,-0.4426035570544885,0.10985233471096603,0
0,1,167906,0,12,0,4,1,-0.3402289803143461,-0.4810830156421975,0,0.17420683624134337,-0.9660764603014034,0
0,1,168936,0,11,2,1,1,-0.3402289803143461,-0.4810830156421975,0,-0.27776629677715414,0.7594697203788117,0
0,1,172112,1,2,1,10,1,-0.3402289803143461,-0.4810830156421975,0,0.4276662794634812,0.3940599409406485,0
0,1,172797,0,2,0,10,1,-0.3402289803143461,-0.4810830156421975,0,0.3349083946479202,0.4955626574512494,0
0,1,174782,1,0,1,9,2,-0.3402289803143461,-0.4810830156421975,0,3.014843206898776,-1.8796009088968113,0
0,1,175392,1,4,1,10,1,-0.3402289803143461,-0.4810830156421975,0,1.9094291783005943,-2.5495188378667772,0
0,1,175932,1,5,1,7,1,-0.3402289803143461,-0.4810830156421975,0,0.4731590000418136,-0.45856287774839893,0
0,1,175991,0,5,0,8,0,-0.3402289803143461,2.4406673822011666,0,-0.6363907304271254,0.2519561378258073,0
0,1,180753,1,9,0,3,0,-0.3402289803143461,0.9797921832794845,0,0.47079574182995215,0.10985233471096603,0
0,1,181316,0,9,0,8,1,-0.3402289803143461,0.9797921832794845,0,-0.430196451442216,0.6173659172639705,1
0,1,183096,0,9,0,6,0,-0.3402289803143461,-0.4810830156421975,0,0.44893560337023397,-1.1893824366247252,0
0,1,183947,1,3,0,1,0,-0.3402289803143461,2.4406673822011666,0,-0.14837790967774112,0.7594697203788117,0
0,1,184271,1,9,1,8,1,-0.3402289803143461,2.197188182380886,0,0.05722555475420283,-0.09315309831023573,0
0,1,185439,1,3,1,1,0,-0.3402289803143461,0.9797921832794845,0,-0.4656453246201374,1.1654805864212152,0
0,1,186149,1,6,1,3,1,-0.3402289803143461,-0.4810830156421975,0,0.5440567463976563,-0.8036721138844419,0
0,1,187100,1,7,0,5,1,-0.3402289803143461,-0.4810830156421975,0,4.340631063753035,-1.3517867830416868,0
0,1,188278,1,12,0,7,1,-0.3402289803143461,0.9797921832794845,0,0.12930493021597628,0.2519561378258073,1
0,1,189879,1,6,0,9,0,-0.3402289803143461,0.9797921832794845,0,0.1925220873832694,-2.2450106883349745,0
0,1,192183,0,9,2,9,0,-0.3402289803143461,-0.4810830156421975,0,1.183908907259137,0.1504534213152064,0
0,1,195262,1,3,0,9,0,-0.3402289803143461,-0.4810830156421975,0,0.40757858466265906,0.4955626574512494,1
0,1,200860,1,3,2,5,1,-0.3402289803143461,-0.4810830156421975,0,-0.40242816745284427,0.31285776773216784,0
0,1,202635,0,10,0,3,0,-0.3402289803143461,-0.4810830156421975,0,0.11985189736853058,-0.07285255500811556,1
0,1,205350,1,9,1,8,1,-0.3402289803143461,-0.4810830156421975,0,0.26578309195097355,0.028650161502485328,0
0,1,205719,1,0,0,4,0,-0.3402289803143461,0.2493545838186435,1,-0.5211818925988809,0.37375939763852833,0
0,1,227499,0,3,0,1,1,-0.3402289803143461,-0.4810830156421975,0,1.0267522361703523,-2.0217047120116525,0
0,1,227517,1,2,1,10,0,-0.3402289803143461,2.4406673822011666,0,-0.005991602413090283,-2.082606341918013,0
0,1,228082,1,3,1,6,0,-0.3402289803143461,-0.4810830156421975,0,-0.5838082352132087,0.7797702636809319,0
0,1,228222,1,1,2,5,0,-0.3402289803143461,-0.4810830156421975,0,-0.455010662666761,-0.7833715705823218,0
0,1,229179,1,11,0,2,0,-0.3402289803143461,-0.4810830156421975,0,-0.3551630032156158,-1.9405025388031718,0
0,1,229361,1,1,0,5,0,-0.3402289803143461,-0.4810830156421975,0,-8.345688343672137e-05,0.23165559452368711,0
0,1,231554,1,3,0,4,0,-0.3402289803143461,3.9015425811228486,0,0.36858482416694555,0.8203713502851723,0
0,1,235507,1,12,0,9,0,-0.3402289803143461,3.9015425811228486,0,-0.6056683736729268,-0.19465581482083663,1
0,1,236284,1,6,4,9,0,-0.3402289803143461,-0.4810830156421975,0,-0.2854468859657038,1.4496881926508978,0
0,1,238007,1,8,1,9,2,-0.3402289803143461,-0.4810830156421975,0,0.42530302125161973,-1.6562949325734895,0
0,1,240712,1,3,1,8,0,-0.3402289803143461,0.0058753839983631505,0,-0.5282716672344652,0.4955626574512494,0
0,1,240884,1,8,0,9,0,-0.3402289803143461,0.9797921832794845,0,-0.4656453246201374,0.45496157084700906,0
0,1,241649,1,0,1,9,1,-0.3402289803143461,-0.4810830156421975,0,0.3998979954741094,0.3940599409406485,0
0,1,241729,0,1,1,6,1,-0.3402289803143461,-0.4810830156421975,0,0.36267667863729197,0.7797702636809319,0
0,1,242793,1,3,1,2,1,-0.3402289803143461,-0.4810830156421975,0,-0.32916716288514014,0.678267547170331,0
0,1,246834,1,9,0,9,1,-0.3402289803143461,-0.4810830156421975,0,-0.024306853555016324,1.0842784132127345,0
0,1,248270,1,5,2,2,0,-0.3402289803143461,0.2493545838186435,0,0.44539071605244185,-2.6104204677731375,0
0,1,255548,1,10,2,2,1,-0.3402289803143461,-0.4810830156421975,0,0.8063784079142745,-0.6818688540717208,0
0,1,256815,1,5,1,1,0,-0.3402289803143461,0.9797921832794845,0,0.15707321420534803,-0.9660764603014034,0
0,1,258392,0,11,2,3,0,-0.3402289803143461,-0.4810830156421975,0,-0.21927565603358387,0.028650161502485328,0
0,1,258894,0,0,2,7,1,-0.3402289803143461,-0.4810830156421975,0,2.214289487630718,-2.082606341918013,0
0,1,260355,0,3,0,8,1,-0.3402289803143461,-0.4810830156421975,0,-0.46623613917310275,-2.3668139481476955,1
0,1,262011,1,1,0,2,1,-0.3402289803143461,-0.4810830156421975,0,-0.0881148252752748,-1.5344916727607683,0
0,1,262934,0,5,0,3,1,-0.3402289803143461,-0.4810830156421975,0,0.7041674902512679,-2.4683166646582966,0
0,1,268073,1,0,0,1,1,-0.3402289803143461,0.2493545838186435,0,1.1785915762824488,0.7391691770766915,0
0,1,268733,1,0,0,3,0,-0.3402289803143461,2.4406673822011666,0,-0.6068500027788575,1.0639778699106144,1
0,1,271251,1,6,0,8,1,-0.3402289803143461,-0.4810830156421975,0,1.2601239845916679,0.028650161502485328,0
0,1,277880,0,7,0,6,0,-0.3402289803143461,-0.4810830156421975,0,0.4731590000418136,-0.7833715705823218,1
0,1,279572,1,3,2,4,0,-0.3402289803143461,-0.4810830156421975,0,-0.01898952257832812,-1.392387869645927,0
0,1,281022,0,6,0,3,0,-0.3402289803143461,1.7102297827403254,0,-0.42724237867738923,-0.09315309831023573,0
0,1,281250,1,10,2,7,1,-0.3402289803143461,-0.4810830156421975,0,-0.6411172468508481,0.10985233471096603,0
0,1,281589,1,5,1,3,0,-0.3402289803143461,-0.4810830156421975,0,-0.6830650801113884,0.3940599409406485,0
0,1,282821,1,9,0,3,1,-0.3402289803143461,-0.4810830156421975,0,0.440664199628719,-0.7630710272802016,0
0,1,286488,1,7,0,9,1,-0.3402289803143461,-0.4810830156421975,0,-0.09993111633458192,1.2466827596296959,0
0,1,287548,1,0,0,9,0,-0.3402289803143461,0.9797921832794845,0,-0.4325597096540775,0.35345885433640817,0
0,1,290201,1,10,0,2,0,-0.3402289803143461,-0.4810830156421975,0,0.31009418342337525,-0.5397650509568797,0
0,1,290757,1,5,0,3,0,-0.3402289803143461,-0.4810830156421975,0,-0.33271205020293226,-1.4532894995522876,0
0,1,291334,1,7,0,9,1,-0.3402289803143461,-0.4810830156421975,0,2.3726277878254334,-1.270584609833206,0
0,1,292923,0,7,0,9,1,-0.3402289803143461,2.4406673822011666,0,-0.7179231387363445,-1.8796009088968113,1
0,1,293699,1,1,0,7,0,-0.3402289803143461,0.9797921832794845,0,-0.6074408173318229,0.8609724368894126,0
0,1,294570,1,7,1,9,2,-0.3402289803143461,-0.4810830156421975,0,0.33077269277716276,-0.2149563581229568,0
0,1,294594,1,7,0,9,0,-0.3402289803143461,-0.4810830156421975,0,-0.2068685504213114,-1.5344916727607683,0
0,1,295741,1,7,0,4,1,-0.3402289803143461,3.9015425811228486,0,-0.29903562068390693,1.0639778699106144,0
0,1,296332,1,8,4,9,2,-0.3402289803143461,-0.4810830156421975,0,0.553509779245102,-0.925475373697163,0
0,1,298696,0,7,1,8,0,-0.3402289803143461,-0.4810830156421975,0,-0.4142444585121514,0.7594697203788117,0
0,1,300398,1,11,0,3,1,-0.3402289803143461,-0.4810830156421975,0,0.4619335235354718,0.21135505122156692,0
0,1,302302,0,0,0,4,0,-0.3402289803143461,-0.4810830156421975,0,-0.41483527306511675,-0.2758579880293173,0
0,1,305152,1,5,0,7,0,-0.3402289803143461,-0.4810830156421975,0,-0.6316642140034024,1.0436773266084942,0
0,1,305386,1,11,0,7,0,-0.3402289803143461,0.9797921832794845,1,0.03654704540041536,0.06925124810672569,0
0,1,305539,0,10,2,8,0,-0.3402289803143461,0.9797921832794845,0,-0.6777477491347003,0.31285776773216784,1
0,1,306107,1,11,0,5,1,-0.3402289803143461,0.9797921832794845,0,-0.13478917495953793,-0.7630710272802016,0
0,1,306466,1,0,0,9,1,-0.3402289803143461,-0.4810830156421975,0,0.0028706158813900594,0.23165559452368711,0
0,1,306897,0,3,0,1,0,-0.3402289803143461,-0.4810830156421975,0,0.9020903654946621,-1.0878797201141244,0
0,1,307061,0,1,1,1,0,-0.3402289803143461,-0.4810830156421975,0,-0.07925260698079445,0.7797702636809319,0
0,1,307866,1,11,0,7,0,-0.3402289803143461,-0.4810830156421975,0,0.15411914144052125,-0.7630710272802016,0
0,1,311917,1,9,0,6,2,-0.3402289803143461,0.9797921832794845,0,0.5995933143763998,-1.047278633509884,0
0,1,312537,1,8,4,9,2,-0.3402289803143461,-0.4810830156421975,0,6.892949932563374,-0.19465581482083663,0
0,1,312782,1,8,0,9,0,-0.3402289803143461,-0.4810830156421975,0,-0.5519042493530794,0.21135505122156692,0
0,1,318933,0,0,1,8,0,-0.3402289803143461,0.9797921832794845,0,0.038910303612276785,-0.6209672241653603,0
0,1,319047,0,1,0,5,0,-0.3402289803143461,-0.4810830156421975,0,3.1749539507523874,0.45496157084700906,0
0,1,321942,1,8,1,9,2,-0.3402289803143461,-0.4810830156421975,0,5.239259998813342,0.048950704804605505,0
0,1,324002,1,0,1,4,1,-0.3402289803143461,-0.4810830156421975,0,0.4052153264507976,0.7594697203788117,0
0,1,324084,0,9,0,1,1,-0.3402289803143461,-0.4810830156421975,0,0.440664199628719,-1.9405025388031718,0
0,1,324282,1,7,0,9,0,-0.3402289803143461,0.9797921832794845,0,-0.6393448031919521,0.7594697203788117,0
0,1,331358,0,8,1,9,1,-0.3402289803143461,-0.4810830156421975,0,0.6858522391093418,0.048950704804605505,1
0,1,332789,0,0,0,6,1,-0.3402289803143461,-0.4810830156421975,0,0.25987494642132,0.10985233471096603,0
0,1,333059,1,6,0,2,0,-0.3402289803143461,0.9797921832794845,0,-0.5400879582937723,-0.6818688540717208,0
0,1,333323,1,6,1,8,0,-0.3402289803143461,-0.4810830156421975,0,-0.33507530841479366,0.333158311034288,0
0,1,334259,0,3,0,5,0,-0.3402289803143461,1.7102297827403254,0,-0.5217727071518462,0.7594697203788117,0
0,1,334333,0,9,0,0,0,-0.3402289803143461,3.9015425811228486,1,-0.5389063291878415,-2.4886172079604165,1
0,1,335764,0,7,0,2,0,-0.3402289803143461,-0.4810830156421975,0,0.6326789293424597,-2.569819381168897,1
0,1,336207,1,0,0,9,0,-0.3402289803143461,0.9797921832794845,0,0.059588812966064254,-0.8239726571865621,0
0,1,339972,1,4,0,8,0,-0.3402289803143461,-0.4810830156421975,0,-0.5211818925988809,0.2519561378258073,0
0,1,341872,1,0,2,4,0,-0.3402289803143461,2.4406673822011666,0,-0.5991694135903078,2.383513184548426,0
0,1,342007,0,11,1,7,0,-0.3402289803143461,-0.4810830156421975,0,-0.19800633212683105,-0.0322514684038752,1
0,1,342514,1,6,2,5,2,-0.3402289803143461,-0.4810830156421975,0,0.4341652395461001,-0.23525690142507696,0
0,1,342972,1,12,1,0,0,-0.3402289803143461,-0.4810830156421975,0,-0.222820543351376,0.19105450791944675,0
0,1,343446,1,2,1,7,1,-0.3402289803143461,0.9797921832794845,0,1.4350050922694133,0.4143604842427687,0
0,1,344282,1,12,0,1,0,-0.3402289803143461,-0.4810830156421975,0,-0.6795201927935963,1.1654805864212152,0
0,1,345068,1,0,0,6,0,-0.3402289803143461,2.4406673822011666,1,-0.39474757826429463,0.6579670038682108,0
0,1,345357,1,12,0,3,0,-0.3402289803143461,-0.4810830156421975,0,0.5930943542937809,1.0436773266084942,0
0,1,346025,1,0,0,5,0,-0.3402289803143461,0.9797921832794845,0,-0.3817496580990568,-0.11345364161235591,0
0,1,346843,0,6,1,5,1,-0.3402289803143461,0.9797921832794845,0,-0.6210295520500261,0.5158632007533696,0
0,1,350188,1,5,1,8,1,-0.3402289803143461,-0.4810830156421975,0,-0.26831326392970845,0.4143604842427687,0
0,1,354858,1,8,1,9,1,-0.3402289803143461,0.9797921832794845,0,-0.6009418572492039,0.7594697203788117,1
0,1,357668,1,12,0,1,0,-0.3402289803143461,-0.4810830156421975,0,-0.6198479229440954,0.6376664605660907,0
0,1,364177,1,0,2,7,1,-0.3402289803143461,-0.4810830156421975,0,-0.23286439075178705,-1.2096829799268456,0
0,1,365244,0,3,0,0,0,-0.3402289803143461,0.9797921832794845,0,-0.19150737204421212,0.6376664605660907,0
0,1,365642,1,0,2,1,1,-0.3402289803143461,-0.4810830156421975,0,0.5399210445268988,0.35345885433640817,0
0,1,366483,1,9,1,4,0,-0.3402289803143461,-0.4810830156421975,0,0.14762018135790234,1.3278849328381768,0
0,1,368194,0,9,0,5,0,-0.3402289803143461,0.9797921832794845,1,-0.45973717909048384,-1.0878797201141244,0
0,1,368824,1,10,1,5,1,-0.3402289803143461,0.9797921832794845,0,-0.5454052892704605,0.19105450791944675,0
0,1,368963,1,12,2,0,0,-0.3402289803143461,2.4406673822011666,0,-0.3179416863787983,1.023376783306374,0
0,1,376439,1,4,1,10,0,-0.3402289803143461,-0.4810830156421975,0,0.6657645443085197,-0.35706016123779805,0
0,1,376581,0,8,0,8,1,-0.3402289803143461,-0.4810830156421975,0,0.6604472133318315,0.10985233471096603,0
0,1,380953,1,1,0,8,0,-0.3402289803143461,-0.4810830156421975,0,-0.09047808348713622,-1.7374971057819701,0
0,1,383254,1,12,0,9,0,-0.3402289803143461,0.9797921832794845,0,-0.3971108364761561,0.17075396461732656,0
0,1,386924,1,2,2,10,0,-0.3402289803143461,0.9797921832794845,0,-0.6210295520500261,-2.4886172079604165,0
0,1,386952,1,12,0,7,0,-0.3402289803143461,0.9797921832794845,0,-0.18028189553787036,0.6376664605660907,0
0,1,388722,0,3,2,8,1,-0.3402289803143461,-0.4810830156421975,0,-0.3214865736965905,-2.224710145032854,0
0,1,388885,1,9,0,9,1,-0.3402289803143461,-0.4810830156421975,0,-0.2009604048916578,-2.3465134048455756,0
0,1,390890,1,6,0,0,0,-0.3402289803143461,0.2493545838186435,0,-0.3403926393914819,0.7797702636809319,1
0,1,392756,1,11,0,7,0,-0.3402289803143461,0.9797921832794845,0,-0.5034574560099202,0.23165559452368711,0
0,1,392931,0,5,0,5,1,-0.3402289803143461,0.9797921832794845,0,1.05629296381862,0.31285776773216784,0
0,1,393207,1,5,0,6,0,-0.3402289803143461,-0.4810830156421975,0,-0.20036959033869248,0.6376664605660907,0
0,1,396872,1,12,1,5,0,-0.3402289803143461,2.4406673822011666,0,-0.12947184398284972,0.9421746100978933,0
0,1,398552,1,12,2,9,0,-0.3402289803143461,3.9015425811228486,0,-0.01898952257832812,0.2519561378258073,0
0,1,401869,0,7,2,8,0,-0.3402289803143461,-0.4810830156421975,0,-0.15369524065442933,0.333158311034288,0
0,1,402470,1,9,2,5,1,-0.3402289803143461,-0.4810830156421975,0,0.1358038902985952,-1.2299835232289658,0
0,1,404804,1,10,2,2,1,-0.3402289803143461,0.9797921832794845,0,-0.4171985312769782,-1.2096829799268456,0
0,1,405088,1,4,0,2,0,-0.3402289803143461,0.9797921832794845,0,0.1021274607795699,0.048950704804605505,0
0,1,405961,1,6,0,9,0,-0.3402289803143461,3.9015425811228486,1,-0.7179231387363445,-2.042005255313773,1
0,1,414117,1,12,0,5,0,-0.3402289803143461,0.9797921832794845,0,-0.24113579449330205,-0.07285255500811556,0
0,1,415969,1,11,1,0,1,-0.3402289803143461,0.2493545838186435,0,0.08499383874357457,0.19105450791944675,1
0,1,420087,1,6,0,4,0,-0.3402289803143461,-0.4810830156421975,1,-0.5158645616221926,1.1045789565148547,0
0,1,429958,0,5,0,7,0,-0.3402289803143461,-0.4810830156421975,0,-0.4750983574675831,0.23165559452368711,0
0,1,441018,0,7,0,7,0,-0.3402289803143461,1.7102297827403254,0,-0.3362569375207244,0.35345885433640817,0
0,1,441888,1,3,0,2,0,-0.3402289803143461,0.9797921832794845,0,-0.28131118409494626,0.333158311034288,0
0,1,442442,1,9,1,8,0,-0.3402289803143461,0.9797921832794845,0,-0.1217912547943001,0.7594697203788117,1
0,1,444677,1,3,1,3,0,-0.3402289803143461,-0.4810830156421975,0,0.015277721493662539,0.6376664605660907,0
0,1,470588,1,7,1,9,1,-0.3402289803143461,-0.4810830156421975,0,-0.481597317550202,0.5361637440554897,1
0,1,489455,0,9,0,2,0,-0.3402289803143461,-0.4810830156421975,0,0.9552636752615442,-1.0269780902077639,0
0,1,494424,0,4,0,8,0,-0.3402289803143461,-0.4810830156421975,0,-0.6836558946643538,0.6376664605660907,0
0,1,495284,1,7,1,8,0,-0.3402289803143461,0.9797921832794845,0,-0.18559922651455857,0.8203713502851723,0
0,1,498857,1,5,1,8,1,-0.3402289803143461,-0.4810830156421975,0,-0.12829021487691902,1.0842784132127345,0
0,1,508818,1,3,0,4,0,-0.3402289803143461,0.9797921832794845,0,-0.05089350843845735,-1.7577976490840903,0
0,1,512460,1,7,1,9,0,-0.3402289803143461,0.9797921832794845,0,-0.4101087566413939,0.7594697203788117,0
0,1,544103,1,5,1,4,0,-0.3402289803143461,0.9797921832794845,0,0.6574931405670047,-1.169081893322605,0
0,1,550383,1,7,1,6,0,-0.3402289803143461,-0.4810830156421975,0,-0.18028189553787036,0.37375939763852833,0
0,1,564450,1,11,1,8,0,-0.3402289803143461,0.9797921832794845,0,-0.5855806788721047,0.5361637440554897,0
0,1,568601,0,6,1,3,0,-0.3402289803143461,-0.4810830156421975,0,-0.4296056368892507,0.8000708069830521,1
0,1,572652,1,11,1,7,0,-0.3402289803143461,0.9797921832794845,0,-0.2570877874233667,-1.7983987356883306,0
0,1,580389,1,2,1,9,0,-0.3402289803143461,0.9797921832794845,0,0.033002158082623224,0.9624751534000134,0
0,1,581129,1,0,0,3,0,-0.3402289803143461,0.9797921832794845,0,-0.6033051154610654,0.6376664605660907,0
0,1,588775,1,9,0,9,0,-0.3402289803143461,0.9797921832794845,0,3.4573633070698273,1.0639778699106144,0
0,1,591774,1,8,4,9,1,-0.3402289803143461,-0.4810830156421975,0,-0.360480334192304,0.4752621141491292,0
0,1,603861,1,4,1,10,2,-0.3402289803143461,-0.4810830156421975,0,-0.15369524065442933,0.6376664605660907,1
0,1,606143,1,6,4,9,1,-0.3402289803143461,-0.4810830156421975,0,-0.4780524302324099,0.5361637440554897,0
0,1,704156,1,8,1,9,2,-0.3402289803143461,0.9797921832794845,0,1.0923326515495069,0.8203713502851723,0
0,1,705379,1,11,0,6,2,-0.3402289803143461,0.9797921832794845,0,2.6379035221068783,0.2519561378258073,0
0,1,721259,0,8,2,5,2,-0.3402289803143461,0.9797921832794845,0,0.007597132305112909,-0.07285255500811556,1
0,1,749412,1,8,2,7,2,-0.3402289803143461,-0.4810830156421975,0,1.6494707749958375,-1.392387869645927,0
0,1,760729,1,11,0,6,2,-0.3402289803143461,-0.4810830156421975,0,3.587933323275171,0.048950704804605505,0
0,1,905042,0,0,0,9,1,-0.3402289803143461,-0.4810830156421975,0,1.0568837783715854,-0.43826233444627877,0
0,1,949618,0,9,0,5,1,-0.3402289803143461,-0.4810830156421975,0,0.08381220963764385,0.21135505122156692,0
0,1,958987,1,5,1,4,1,-0.3402289803143461,-0.4810830156421975,0,0.0005073576695286348,0.048950704804605505,0
