code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,sum_click,date_registration,Risk_Probability,ML_Prediction,Intervention_Status
1,2,1,7,1,9,1,-0.3402289803143462,-0.4810830156421974,0,-0.6293009557915411,0.7594697203788118,51.7%,1,ACTION REQUIRED: High Risk
2,2,1,8,2,1,0,-0.3402289803143462,-0.4810830156421974,0,-0.6204387374970607,0.1910545079194467,75.4%,1,ACTION REQUIRED: High Risk
3,0,1,5,2,7,0,-0.3402289803143462,-0.4810830156421974,0,-0.644071319615675,1.3075843895360568,57.2%,1,ACTION REQUIRED: High Risk
3,2,1,3,2,1,2,-0.3402289803143462,-0.4810830156421974,0,-0.3581170759804425,-0.7427704839780817,51.8%,1,ACTION REQUIRED: High Risk
2,3,0,6,2,5,0,-0.3402289803143462,-1.2115206151030389,0,1.5632118502628956,0.0692512481067256,9.2%,0,Safe: On Track
1,0,0,9,2,2,1,-0.3402289803143462,-0.4810830156421974,0,-0.7179231387363445,0.3940599409406485,69.0%,1,ACTION REQUIRED: High Risk
2,2,1,3,2,1,0,-0.3402289803143462,0.2493545838186435,0,-0.6942905566177302,-3.8690541525045896,89.5%,1,ACTION REQUIRED: High Risk
3,3,0,6,0,9,0,1.7441851466378124,-0.4810830156421974,0,0.7153929667576097,-0.4991639643526394,9.9%,0,Safe: On Track
5,0,1,7,1,9,1,1.7441851466378124,0.9797921832794844,0,3.313795370699246,-0.1946558148208367,8.4%,0,Safe: On Track
2,3,1,3,2,1,0,-0.3402289803143462,-0.4810830156421974,0,-0.0443945483558383,-1.7374971057819706,25.0%,0,Safe: On Track
5,1,1,8,2,6,0,1.7441851466378124,-0.4810830156421974,1,3.0290227561699443,0.333158311034288,10.8%,0,Safe: On Track
6,1,1,0,2,5,1,-0.3402289803143462,-0.4810830156421974,0,-0.4431943716074538,0.9421746100978934,20.0%,0,Safe: On Track
1,3,0,0,0,1,1,-0.3402289803143462,0.9797921832794844,0,0.0430460054830343,0.8000708069830522,16.8%,0,Safe: On Track
5,1,1,6,0,8,0,-0.3402289803143462,-0.4810830156421974,0,0.1050815335443967,0.901573523493653,17.1%,0,Safe: On Track
5,1,1,8,2,5,0,-0.3402289803143462,0.9797921832794844,0,0.424121392145689,-1.6156938459692494,27.6%,0,Safe: On Track
1,2,0,9,2,2,0,-0.3402289803143462,-0.4810830156421974,0,-0.644071319615675,-1.3720873263438071,65.0%,1,ACTION REQUIRED: High Risk
3,1,1,12,1,1,1,-0.3402289803143462,-0.4810830156421974,0,-0.5979877844843772,-0.2352569014250771,61.7%,1,ACTION REQUIRED: High Risk
5,3,0,8,0,4,0,-0.3402289803143462,-0.4810830156421974,1,1.66187788060811,-0.8036721138844423,9.1%,0,Safe: On Track
1,3,0,3,2,1,0,-0.3402289803143462,-0.4810830156421974,0,-0.7179231387363445,0.4955626574512494,85.1%,1,ACTION REQUIRED: High Risk
2,2,1,11,2,2,0,-0.3402289803143462,0.2493545838186435,0,-0.6883824110880766,0.4752621141491293,86.1%,1,ACTION REQUIRED: High Risk
5,1,1,3,0,1,0,-0.3402289803143462,-0.4810830156421974,0,-0.5064115287747469,0.2519561378258073,63.6%,1,ACTION REQUIRED: High Risk
2,2,0,10,2,2,0,-0.3402289803143462,0.2493545838186435,0,-0.705516033124072,0.9624751534000135,80.1%,1,ACTION REQUIRED: High Risk
3,2,1,4,2,10,0,-0.3402289803143462,-0.2376038158219171,0,0.6167269364123952,1.104578956514855,20.9%,0,Safe: On Track
5,1,1,3,1,2,0,-0.3402289803143462,0.2493545838186435,0,-0.645843763274571,0.2316555945236871,80.9%,1,ACTION REQUIRED: High Risk
3,3,0,10,1,4,1,-0.3402289803143462,0.9797921832794844,0,-0.4036097965587749,0.901573523493653,49.5%,1,ACTION REQUIRED: High Risk
3,2,1,11,2,6,0,-0.3402289803143462,-0.4810830156421974,0,-0.6044867445669961,-1.351786783041687,72.5%,1,ACTION REQUIRED: High Risk
5,0,1,0,1,5,1,-0.3402289803143462,0.2493545838186435,0,2.805104040596074,-0.0322514684038752,7.1%,0,Safe: On Track
3,1,1,6,1,8,1,-0.3402289803143462,0.2493545838186435,0,0.5824596923404045,-2.346513404845576,13.5%,0,Safe: On Track
3,1,0,0,0,3,0,-0.3402289803143462,-0.4810830156421974,0,-0.2872193296245998,0.678267547170331,35.6%,0,Safe: On Track
4,1,1,12,1,6,1,-0.3402289803143462,1.7102297827403254,0,0.0365470454004154,-1.3111856964374466,27.1%,0,Safe: On Track
2,2,1,10,0,7,1,-0.3402289803143462,1.7102297827403254,0,0.2403780661734633,-1.940502538803172,16.8%,0,Safe: On Track
3,1,1,6,1,2,0,-0.3402289803143462,0.2493545838186435,0,-0.6777477491347003,0.4143604842427688,80.2%,1,ACTION REQUIRED: High Risk
5,3,0,3,1,2,0,-0.3402289803143462,-0.4810830156421974,0,0.6787624644737575,0.1910545079194467,15.0%,0,Safe: On Track
3,3,1,1,2,9,0,-0.3402289803143462,-0.4810830156421974,0,-0.6056683736729268,0.7594697203788118,66.9%,1,ACTION REQUIRED: High Risk
5,1,0,6,1,4,0,-0.3402289803143462,0.2493545838186435,0,1.0503848182889666,0.7594697203788118,12.3%,0,Safe: On Track
3,2,1,0,2,7,0,1.7441851466378124,0.9797921832794844,0,-0.2647683766119162,0.678267547170331,37.0%,0,Safe: On Track
1,1,0,9,0,9,1,-0.3402289803143462,0.9797921832794844,0,-0.7179231387363445,-0.9051748303950432,87.5%,1,ACTION REQUIRED: High Risk
5,2,1,5,2,7,0,-0.3402289803143462,0.2493545838186435,0,0.2468770262560822,-0.9457759169992837,29.2%,0,Safe: On Track
6,3,0,10,2,9,1,-0.3402289803143462,-1.2115206151030389,0,-0.2671316348237776,0.2316555945236871,3.0%,0,Safe: On Track
4,2,1,5,2,0,0,-0.3402289803143462,-0.4810830156421974,0,-0.7179231387363445,0.3940599409406485,83.8%,1,ACTION REQUIRED: High Risk
1,3,0,10,1,4,0,-0.3402289803143462,0.9797921832794844,0,0.3130482561882021,0.4955626574512494,12.2%,0,Safe: On Track
3,3,1,0,0,9,0,-0.3402289803143462,-0.4810830156421974,0,-0.7179231387363445,-0.7833715705823221,88.3%,1,ACTION REQUIRED: High Risk
5,3,1,0,0,4,1,-0.3402289803143462,0.2493545838186435,0,5.304840414192497,-1.5953933026671292,5.0%,0,Safe: On Track
5,0,1,7,0,6,0,1.7441851466378124,0.9797921832794844,0,0.1978394183599576,0.4346610275448889,27.0%,0,Safe: On Track
2,3,1,6,0,8,0,-0.3402289803143462,0.2493545838186435,1,-0.7179231387363445,-0.7427704839780817,90.7%,1,ACTION REQUIRED: High Risk
5,3,1,9,0,9,0,-0.3402289803143462,0.9797921832794844,0,-0.7179231387363445,0.4752621141491293,92.1%,1,ACTION REQUIRED: High Risk
1,0,0,11,0,1,1,-0.3402289803143462,0.9797921832794844,0,-0.6836558946643538,1.104578956514855,72.5%,1,ACTION REQUIRED: High Risk
3,3,1,7,2,6,1,-0.3402289803143462,-0.4810830156421974,0,0.6320881147894944,0.2722566811279274,9.0%,0,Safe: On Track
3,2,0,8,0,2,1,-0.3402289803143462,-0.4810830156421974,0,0.9907125484394655,0.3128577677321678,8.6%,0,Safe: On Track
1,3,0,3,0,4,0,-0.3402289803143462,1.7102297827403254,0,-0.7179231387363445,0.9421746100978934,87.3%,1,ACTION REQUIRED: High Risk
3,1,0,4,1,10,1,-0.3402289803143462,-0.4810830156421974,0,-0.1560584988662907,0.0895517914088458,25.8%,0,Safe: On Track
3,1,0,9,2,5,0,-0.3402289803143462,-0.4810830156421974,1,-0.6996078875944184,-1.920201995501052,76.3%,1,ACTION REQUIRED: High Risk
2,3,1,5,0,4,1,-0.3402289803143462,-0.4810830156421974,0,-0.541269587399703,0.5564642873576099,66.3%,1,ACTION REQUIRED: High Risk
3,1,0,8,0,7,0,-0.3402289803143462,-0.4810830156421974,0,-0.5507226202471487,-2.4480161213561766,69.4%,1,ACTION REQUIRED: High Risk
3,1,1,5,2,5,0,1.7441851466378124,-0.4810830156421974,0,-0.6742028618169081,0.6173659172639705,63.8%,1,ACTION REQUIRED: High Risk
3,1,0,12,0,5,1,-0.3402289803143462,0.9797921832794844,0,-0.6316642140034024,0.5564642873576099,84.5%,1,ACTION REQUIRED: High Risk
3,2,1,11,0,4,0,-0.3402289803143462,-0.4810830156421974,0,-0.6582508688868435,0.9421746100978934,74.2%,1,ACTION REQUIRED: High Risk
5,0,1,0,2,0,0,-0.3402289803143462,-0.4810830156421974,0,0.1381671485104567,0.333158311034288,39.2%,0,Safe: On Track
4,3,1,11,0,8,0,-0.3402289803143462,-0.4810830156421974,0,-0.1767370082200781,-1.7171965624798504,28.2%,0,Safe: On Track
1,2,0,8,1,4,1,-0.3402289803143462,-0.4810830156421974,0,-0.4195617894888395,-0.0728525550081156,27.7%,0,Safe: On Track
4,3,1,5,0,3,0,-0.3402289803143462,-0.4810830156421974,0,0.2267893314552601,0.1098523347109659,12.0%,0,Safe: On Track
2,2,1,3,0,1,0,-0.3402289803143462,-1.2115206151030389,0,1.953740269772996,-1.0675791768120044,8.0%,0,Safe: On Track
4,1,1,7,0,3,1,-0.3402289803143462,-0.4810830156421974,0,-0.2559061583174359,-1.6156938459692494,35.1%,0,Safe: On Track
1,0,0,2,2,6,1,1.7441851466378124,0.9797921832794844,0,-0.7179231387363445,-0.4585628777483991,84.8%,1,ACTION REQUIRED: High Risk
1,3,0,7,2,8,0,-0.3402289803143462,0.9797921832794844,0,-0.6996078875944184,0.3534588543364081,86.3%,1,ACTION REQUIRED: High Risk
0,1,1,0,1,9,1,-0.3402289803143462,-0.4810830156421974,0,0.3998979954741095,0.3940599409406485,8.5%,0,Safe: On Track
1,3,0,1,2,1,1,-0.3402289803143462,3.1711049816620074,1,-0.5968061553784465,0.1910545079194467,75.1%,1,ACTION REQUIRED: High Risk
1,2,0,11,2,4,0,-0.3402289803143462,-0.4810830156421974,0,-0.509956416092539,0.3534588543364081,46.5%,1,ACTION REQUIRED: High Risk
4,3,1,3,0,1,0,-0.3402289803143462,0.2493545838186435,0,-0.0928413416989976,0.8203713502851724,29.6%,0,Safe: On Track
1,0,0,4,0,2,0,1.7441851466378124,-0.4810830156421974,0,-0.2494071982348169,0.7188686337745713,30.1%,0,Safe: On Track
6,3,0,9,2,4,1,-0.3402289803143462,-1.2115206151030389,0,-0.1353799895125032,1.2060816730254558,2.0%,0,Safe: On Track
2,3,1,4,1,10,0,-0.3402289803143462,1.7102297827403254,0,-0.0904780834871361,-0.0728525550081156,23.7%,0,Safe: On Track
5,3,0,5,0,0,0,-0.3402289803143462,2.440667382201166,0,-0.7179231387363445,-0.0525520117059954,94.9%,1,ACTION REQUIRED: High Risk
4,1,1,3,0,0,0,-0.3402289803143462,-1.2115206151030389,0,0.1665262470527937,-0.7833715705823221,12.0%,0,Safe: On Track
2,2,0,0,0,9,1,-0.3402289803143462,1.7102297827403254,0,-0.7179231387363445,-4.315666105151234,92.5%,1,ACTION REQUIRED: High Risk
5,0,1,8,2,8,0,1.7441851466378124,0.9797921832794844,0,-0.2813111840949462,-0.336759617935678,55.0%,1,ACTION REQUIRED: High Risk
0,3,1,6,0,6,1,-0.3402289803143462,-0.4810830156421974,0,-0.0243068535550162,-0.4991639643526394,11.8%,0,Safe: On Track
1,3,0,5,2,8,0,-0.3402289803143462,0.9797921832794844,0,-0.7179231387363445,-0.8848742870929229,92.0%,1,ACTION REQUIRED: High Risk
5,2,1,2,0,10,1,-0.3402289803143462,-0.4810830156421974,0,1.4615917471528543,0.3534588543364081,7.4%,0,Safe: On Track
4,2,1,8,2,9,0,-0.3402289803143462,-0.4810830156421974,0,-0.5962153408254811,0.2519561378258073,68.0%,1,ACTION REQUIRED: High Risk
3,0,1,9,2,3,0,-0.3402289803143462,0.2493545838186435,0,-0.6842467092173192,-0.3773607045399184,80.7%,1,ACTION REQUIRED: High Risk
5,3,1,6,1,3,0,-0.3402289803143462,0.9797921832794844,0,1.0403409708885556,-0.9254753736971634,10.4%,0,Safe: On Track
2,3,1,10,2,7,0,-0.3402289803143462,0.2493545838186435,0,-0.499912568692128,1.0639778699106146,67.8%,1,ACTION REQUIRED: High Risk
6,1,0,7,2,4,0,-0.3402289803143462,-1.2115206151030389,0,-0.7031527749122106,0.8812729801915329,31.5%,0,Safe: On Track
1,3,0,9,2,1,1,-0.3402289803143462,-0.4810830156421974,0,-0.715559880524483,-1.351786783041687,66.5%,1,ACTION REQUIRED: High Risk
5,0,1,6,2,6,0,-0.3402289803143462,-0.4810830156421974,1,1.509447725943048,-0.3976612478420385,12.2%,0,Safe: On Track
5,0,1,9,2,5,0,-0.3402289803143462,-0.4810830156421974,0,1.1153744191151558,-0.7630710272802019,13.0%,0,Safe: On Track
5,3,0,3,2,0,0,-0.3402289803143462,-0.4810830156421974,0,1.384785855267358,-0.0728525550081156,16.0%,0,Safe: On Track
6,1,0,12,2,8,0,-0.3402289803143462,-1.2115206151030389,0,-0.2287286888810295,-1.1893824366247254,3.0%,0,Safe: On Track
6,2,0,3,2,3,0,-0.3402289803143462,-1.2115206151030389,0,-0.1395156913832607,1.0639778699106146,2.7%,0,Safe: On Track
3,1,0,9,0,3,1,1.7441851466378124,-0.2376038158219171,0,0.4512988615820955,0.2722566811279274,23.7%,0,Safe: On Track
5,3,1,8,0,4,0,-0.3402289803143462,-0.4810830156421974,0,0.2586933173153893,-1.5953933026671292,17.0%,0,Safe: On Track
1,1,0,5,0,1,1,-0.3402289803143462,-0.4810830156421974,0,1.1336896702570818,-0.6615683107696009,9.3%,0,Safe: On Track
3,0,1,3,1,3,1,-0.3402289803143462,-0.4810830156421974,0,0.9765329991682972,0.9218740667957732,11.4%,0,Safe: On Track
1,2,0,11,2,1,1,1.7441851466378124,0.9797921832794844,0,-0.7179231387363445,-0.3164590746335577,78.0%,1,ACTION REQUIRED: High Risk
3,3,1,9,0,6,0,-0.3402289803143462,-0.4810830156421974,0,-0.3480732285800315,-1.351786783041687,35.4%,0,Safe: On Track
2,2,0,10,0,4,1,-0.3402289803143462,-1.2115206151030389,0,-0.2482255691288862,-0.9660764603014036,30.5%,0,Safe: On Track
6,1,0,1,2,7,0,-0.3402289803143462,-1.2115206151030389,0,-0.2352276489636484,-0.336759617935678,2.6%,0,Safe: On Track
3,3,1,4,0,6,0,1.7441851466378124,-0.4810830156421974,0,-0.2340460198577177,0.1301528780130861,27.2%,0,Safe: On Track
5,2,1,0,1,4,0,-0.3402289803143462,-0.4810830156421974,0,0.7862907131134523,-0.0728525550081156,10.6%,0,Safe: On Track
6,1,0,5,2,2,0,-0.3402289803143462,-1.2115206151030389,1,-0.2978539915779762,0.9421746100978934,2.6%,0,Safe: On Track
6,1,0,3,2,3,0,-0.3402289803143462,-1.2115206151030389,0,-0.3622527778512,-1.473590042854408,2.4%,0,Safe: On Track
1,3,0,5,2,0,0,-0.3402289803143462,-0.4810830156421974,0,0.0377286745063461,0.2722566811279274,17.2%,0,Safe: On Track
1,0,0,4,2,10,1,-0.3402289803143462,-0.4810830156421974,0,-0.062118984944799,0.678267547170331,17.3%,0,Safe: On Track
5,2,1,3,3,2,0,-0.3402289803143462,-0.4810830156421974,0,-0.5400879582937723,1.0639778699106146,55.4%,1,ACTION REQUIRED: High Risk
5,0,0,3,2,7,0,-0.3402289803143462,-0.4810830156421974,0,1.052748076500828,0.9421746100978934,9.8%,0,Safe: On Track
5,3,1,1,1,2,1,-0.3402289803143462,0.2493545838186435,0,0.0997642025677085,-1.0878797201141246,31.5%,0,Safe: On Track
5,2,0,6,1,4,0,-0.3402289803143462,0.2493545838186435,0,-0.1779186373260088,0.1910545079194467,52.2%,1,ACTION REQUIRED: High Risk
2,2,1,4,0,10,0,-0.3402289803143462,-0.4810830156421974,0,-0.1672839753726324,0.5970653739618503,26.0%,0,Safe: On Track
4,3,1,1,0,2,0,-0.3402289803143462,0.9797921832794844,0,-0.705516033124072,1.124879499816975,85.0%,1,ACTION REQUIRED: High Risk
2,2,1,12,0,6,0,-0.3402289803143462,-0.4810830156421974,0,-0.5725827587068668,-0.2555574447271972,70.3%,1,ACTION REQUIRED: High Risk
3,1,1,0,2,2,1,-0.3402289803143462,0.9797921832794844,0,-0.7179231387363445,0.4143604842427688,88.2%,1,ACTION REQUIRED: High Risk
1,0,0,8,0,6,0,-0.3402289803143462,-0.4810830156421974,0,-0.7102425495477949,0.678267547170331,74.9%,1,ACTION REQUIRED: High Risk
1,3,0,9,2,5,1,-0.3402289803143462,0.9797921832794844,0,-0.7019711458062798,-0.0931530983102358,84.1%,1,ACTION REQUIRED: High Risk
5,2,1,6,2,0,0,-0.3402289803143462,0.2493545838186435,0,1.2861198249221435,0.3128577677321678,11.7%,0,Safe: On Track
4,3,1,9,2,6,0,-0.3402289803143462,-0.4810830156421974,0,-0.5282716672344652,-1.1690818933226053,69.5%,1,ACTION REQUIRED: High Risk
2,2,1,0,2,8,0,-0.3402289803143462,-0.4810830156421974,0,-0.5838082352132087,-0.681868854071721,75.3%,1,ACTION REQUIRED: High Risk
5,2,1,5,0,3,0,1.7441851466378124,0.2493545838186435,0,-0.7037435894651759,-1.1893824366247254,81.5%,1,ACTION REQUIRED: High Risk
3,0,0,1,2,6,0,3.828599273589971,0.9797921832794844,0,-0.6576600543338782,0.3737593976385283,78.8%,1,ACTION REQUIRED: High Risk
3,3,1,5,2,5,0,-0.3402289803143462,-0.4810830156421974,0,-0.5188186343870195,-0.7224699406759615,66.3%,1,ACTION REQUIRED: High Risk
2,3,0,5,2,2,1,-0.3402289803143462,-0.4810830156421974,0,0.171843578029482,1.327884932838177,19.2%,0,Safe: On Track
3,0,1,4,2,10,0,-0.3402289803143462,-0.4810830156421974,0,-0.3262130901203133,-0.4788634210505192,50.6%,1,ACTION REQUIRED: High Risk
3,3,0,7,0,1,1,-0.3402289803143462,-0.4810830156421974,1,-0.234636834410683,0.0489507048046054,37.4%,0,Safe: On Track
3,1,1,1,2,2,0,-0.3402289803143462,-0.4810830156421974,0,-0.6505702796982938,0.8203713502851724,66.2%,1,ACTION REQUIRED: High Risk
1,0,0,0,2,8,0,1.7441851466378124,0.9797921832794844,0,-0.5991694135903078,-0.3976612478420385,54.0%,1,ACTION REQUIRED: High Risk
6,3,0,8,2,2,0,-0.3402289803143462,-1.2115206151030389,0,-0.2458623109170248,1.449688192650898,4.3%,0,Safe: On Track
4,2,1,12,0,3,0,-0.3402289803143462,-0.4810830156421974,0,-0.6836558946643538,-0.4585628777483991,80.3%,1,ACTION REQUIRED: High Risk
1,3,0,8,0,10,0,-0.3402289803143462,-0.4810830156421974,0,0.4684324836180908,0.8406718935872926,8.3%,0,Safe: On Track
1,0,0,8,2,3,0,-0.3402289803143462,-0.4810830156421974,0,3.677737135325905,1.0842784132127348,11.0%,0,Safe: On Track
1,0,0,10,0,9,1,-0.3402289803143462,0.9797921832794844,0,-0.4715534701497909,-0.0728525550081156,41.8%,1,ACTION REQUIRED: High Risk
2,2,1,0,0,6,0,-0.3402289803143462,-1.2115206151030389,0,-0.2169123978217224,-1.229983523228966,24.4%,0,Safe: On Track
3,2,1,1,2,8,0,-0.3402289803143462,0.9797921832794844,0,1.0663368112190312,0.3737593976385283,12.0%,0,Safe: On Track
2,2,1,12,1,3,0,-0.3402289803143462,-0.4810830156421974,0,-0.2653591911648816,0.8406718935872926,26.9%,0,Safe: On Track
3,0,1,5,2,2,0,-0.3402289803143462,-0.4810830156421974,0,-0.6913364838529035,1.246682759629696,65.7%,1,ACTION REQUIRED: High Risk
1,3,0,3,3,2,0,-0.3402289803143462,-0.4810830156421974,0,-0.7179231387363445,0.6579670038682108,84.8%,1,ACTION REQUIRED: High Risk
6,3,0,3,1,0,1,-0.3402289803143462,-0.4810830156421974,0,-0.707288476782968,1.449688192650898,57.4%,1,ACTION REQUIRED: High Risk
3,1,1,8,0,2,0,-0.3402289803143462,-0.4810830156421974,0,-0.7114241786537255,0.901573523493653,75.6%,1,ACTION REQUIRED: High Risk
4,3,1,6,1,8,0,-0.3402289803143462,-0.4810830156421974,0,0.0649061439427525,0.9624751534000135,12.3%,0,Safe: On Track
5,2,1,3,0,2,0,-0.3402289803143462,-0.4810830156421974,0,0.4170316175101048,1.003076240004254,18.0%,0,Safe: On Track
5,3,1,1,2,3,0,-0.3402289803143462,-0.4810830156421974,1,-0.4130628294062206,-0.3570601612377981,58.0%,1,ACTION REQUIRED: High Risk
6,3,1,5,2,5,0,-0.3402289803143462,-1.2115206151030389,0,-0.7179231387363445,1.0436773266084944,38.1%,0,Safe: On Track
3,1,0,6,1,7,0,-0.3402289803143462,-0.4810830156421974,0,-0.6133489628614764,0.4955626574512494,73.0%,1,ACTION REQUIRED: High Risk
2,2,0,5,1,2,0,-0.3402289803143462,-1.2115206151030389,0,-0.2813111840949462,0.4549615708470091,31.2%,0,Safe: On Track
3,0,1,6,2,6,0,-0.3402289803143462,-0.4810830156421974,0,-0.1123382219468543,0.8000708069830522,28.8%,0,Safe: On Track
5,1,1,8,0,5,0,-0.3402289803143462,-0.4810830156421974,0,-0.6163030356263032,0.333158311034288,63.5%,1,ACTION REQUIRED: High Risk
2,3,1,3,0,1,1,-0.3402289803143462,0.9797921832794844,0,-0.7173323241833791,0.5564642873576099,92.8%,1,ACTION REQUIRED: High Risk
1,0,0,9,2,7,0,-0.3402289803143462,0.9797921832794844,0,-0.4361045969718695,-0.0525520117059954,38.2%,0,Safe: On Track
4,1,1,4,1,0,0,-0.3402289803143462,-0.4810830156421974,0,-0.6216203666029915,-1.351786783041687,75.5%,1,ACTION REQUIRED: High Risk
6,1,0,12,2,2,1,-0.3402289803143462,-1.2115206151030389,0,-0.1306534730887804,0.7594697203788118,3.9%,0,Safe: On Track
1,1,0,2,0,1,0,-0.3402289803143462,-0.4810830156421974,0,0.1009458316736392,1.246682759629696,14.6%,0,Safe: On Track
3,1,1,0,2,5,1,3.828599273589971,-0.4810830156421974,0,-0.1182463674765079,-1.65629493257349,27.3%,0,Safe: On Track
