code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,sum_click,date_registration,Student_ID,Risk_Probability_Value,Risk_Probability,ML_Prediction,Prediction_Band,Primary_Risk_Factors,Intervention_Status
3,3,0,8,2,7,0,-0.3402289803143461,0.9797921832794844,0,-0.7179231387363445,-1.2096829799268456,643021,0.9407157364701193,94.1%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
3,1,0,5,0,0,0,-0.3402289803143461,2.440667382201166,1,-0.7179231387363445,-0.8036721138844419,562758,0.9406338841779001,94.1%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
1,3,0,0,2,7,0,-0.3402289803143461,2.440667382201166,0,-0.7179231387363445,-1.615693845969249,648820,0.9404270780994396,94.0%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
2,2,1,5,1,2,2,-0.3402289803143461,1.7102297827403254,0,-0.7179231387363445,-2.508917751262537,835603,0.9402235684464718,94.0%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
2,3,1,9,0,0,0,-0.3402289803143461,1.7102297827403254,0,-0.7179231387363445,-1.3314862397395666,637939,0.940180284225104,94.0%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
2,3,1,1,0,1,0,-0.3402289803143461,0.9797921832794844,0,-0.7179231387363445,-1.372087326343807,614623,0.9398578464924082,94.0%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
2,2,1,0,2,6,0,-0.3402289803143461,0.9797921832794844,0,-0.7179231387363445,-1.5953933026671288,610831,0.9397105615345686,94.0%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
3,3,1,6,0,0,0,-0.3402289803143461,4.63198018058369,0,-0.7179231387363445,-0.6818688540717208,104215,0.9388994897231258,93.9%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
5,3,0,4,0,1,1,-0.3402289803143461,0.9797921832794844,0,-0.7179231387363445,-0.0728525550081155,682359,0.9383184948473422,93.8%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
3,3,1,5,2,3,0,-0.3402289803143461,0.9797921832794844,0,-0.7179231387363445,-1.8796009088968113,640054,0.9379445850738513,93.8%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
2,3,0,1,0,3,0,-0.3402289803143461,0.2493545838186435,0,-0.7179231387363445,-1.5953933026671288,637086,0.9379350167124467,93.8%,1,band_1,Low Online Engagement,ACTION REQUIRED: High Risk
5,3,0,3,2,5,0,-0.3402289803143461,3.901542581122849,0,-0.7179231387363445,0.2519561378258073,2702660,0.9377214522217657,93.8%,1,band_1,Low Online Engagement | Late Registration | High Course Load,ACTION REQUIRED: High Risk
1,3,0,0,2,8,0,-0.3402289803143461,0.9797921832794844,0,-0.7179231387363445,-1.8796009088968113,647876,0.937330953617042,93.7%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
3,1,0,0,0,8,0,-0.3402289803143461,1.7102297827403254,0,-0.7179231387363445,0.2519561378258073,250456,0.9368354769449726,93.7%,1,band_1,Low Online Engagement | Late Registration | High Course Load,ACTION REQUIRED: High Risk
2,2,0,0,2,2,0,-0.3402289803143461,0.9797921832794844,0,-0.7179231387363445,-1.047278633509884,617307,0.936053608462261,93.6%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
5,3,1,7,0,3,1,-0.3402289803143461,0.9797921832794844,0,-0.7179231387363445,-0.8036721138844419,675046,0.9358584953087121,93.6%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
5,3,1,0,2,6,0,-0.3402289803143461,0.9797921832794844,0,-0.7179231387363445,0.4752621141491292,685807,0.9357239415609131,93.6%,1,band_1,Low Online Engagement | Late Registration | High Course Load,ACTION REQUIRED: High Risk
3,1,0,3,0,9,1,-0.3402289803143461,0.9797921832794844,0,-0.7179231387363445,-2.7119231842837386,552003,0.9354033497971254,93.5%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
5,2,0,0,2,2,0,-0.3402289803143461,0.9797921832794844,0,-0.7179231387363445,-1.047278633509884,617307,0.935296988546776,93.5%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
1,3,1,4,2,0,0,-0.3402289803143461,0.9797921832794844,0,-0.7179231387363445,-1.169081893322605,646515,0.9351719482983563,93.5%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
5,3,1,1,2,3,0,-0.3402289803143461,1.7102297827403254,0,-0.7179231387363445,-0.3773607045399182,2521574,0.934943570185507,93.5%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
2,3,0,4,0,1,0,-0.3402289803143461,0.9797921832794844,0,-0.7161506950774484,-1.73749710578197,478496,0.9347264526576463,93.5%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
5,3,1,0,2,4,0,-0.3402289803143461,0.9797921832794844,0,-0.7179231387363445,0.0895517914088458,684313,0.934561773707621,93.5%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
5,3,1,3,1,1,1,-0.3402289803143461,0.9797921832794844,0,-0.7179231387363445,-0.58036613756112,677369,0.9344070874209512,93.4%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
5,3,1,3,2,2,0,-0.3402289803143461,0.9797921832794844,0,-0.7179231387363445,-0.1946558148208366,680766,0.934307952878582,93.4%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
2,2,1,3,2,2,0,-0.3402289803143461,0.9797921832794844,0,-0.7179231387363445,-2.1435079718243735,596029,0.9337016522183882,93.4%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
3,2,0,12,0,4,0,-0.3402289803143461,2.440667382201166,0,-0.7179231387363445,0.0083496182003651,547860,0.9335554762739132,93.4%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
5,3,1,12,2,0,0,-0.3402289803143461,0.9797921832794844,1,-0.7179231387363445,-1.4329889562501674,651611,0.9334202514823704,93.3%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
0,3,0,0,0,8,0,-0.3402289803143461,2.440667382201166,0,-0.7179231387363445,-1.514191129458648,328734,0.9330830243082421,93.3%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
4,2,1,1,2,5,0,-0.3402289803143461,2.440667382201166,0,-0.7179231387363445,-0.9051748303950428,619887,0.932944680012338,93.3%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
2,3,1,12,2,3,0,-0.3402289803143461,0.9797921832794844,0,-0.7179231387363445,-1.0878797201141244,655627,0.9328139804718916,93.3%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
2,3,0,11,2,8,0,-0.3402289803143461,0.9797921832794844,0,-0.7084701058888988,-0.4788634210505191,520854,0.9327674972161006,93.3%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
1,3,0,3,0,0,0,-0.3402289803143461,0.9797921832794844,0,-0.7179231387363445,-0.1743552715187164,640501,0.9324167187460631,93.2%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
5,3,1,7,0,0,0,-0.3402289803143461,0.9797921832794844,0,-0.7179231387363445,-0.5194645076547595,596245,0.932413101831894,93.2%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
2,3,1,8,0,1,0,-0.3402289803143461,2.440667382201166,0,-0.7120149932066909,-1.372087326343807,67685,0.9321967922505457,93.2%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
3,1,0,5,0,0,0,-0.3402289803143461,0.9797921832794844,0,-0.7179231387363445,0.0489507048046055,599876,0.9318297005375881,93.2%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
5,3,0,11,0,0,0,-0.3402289803143461,0.9797921832794844,0,-0.7179231387363445,-0.8239726571865621,268727,0.9317252602944593,93.2%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
1,3,0,1,0,6,0,-0.3402289803143461,0.9797921832794844,0,-0.7179231387363445,-1.8796009088968113,639659,0.9316346381751192,93.2%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
5,3,1,12,2,0,0,-0.3402289803143461,0.9797921832794844,0,-0.7179231387363445,0.5361637440554897,687448,0.9316109269747309,93.2%,1,band_1,Low Online Engagement | Late Registration | High Course Load,ACTION REQUIRED: High Risk
2,2,0,0,0,9,1,-0.3402289803143461,1.7102297827403254,0,-0.7179231387363445,-4.315666105151233,1407549,0.931592586010703,93.2%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
2,2,1,5,2,3,0,-0.3402289803143461,1.7102297827403254,0,-0.7179231387363445,-0.7833715705823218,386671,0.9313001215120935,93.1%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
2,3,1,8,2,4,0,-0.3402289803143461,0.9797921832794844,1,-0.7179231387363445,-1.1487813500204849,2619472,0.9311247247272569,93.1%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
2,2,1,5,2,2,0,-0.3402289803143461,0.9797921832794844,1,-0.7179231387363445,-0.8036721138844419,620320,0.9307374819034858,93.1%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
5,3,1,8,2,7,0,-0.3402289803143461,0.9797921832794844,0,-0.7179231387363445,-1.73749710578197,638414,0.930208098830544,93.0%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
2,2,1,11,0,3,0,-0.3402289803143461,4.63198018058369,0,-0.7179231387363445,-3.5848465462749064,399863,0.9301943152284313,93.0%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
1,3,0,1,2,7,0,-0.3402289803143461,0.9797921832794844,0,-0.7179231387363445,-1.8593003655946911,649209,0.9300041068432532,93.0%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
5,3,1,5,2,0,0,-0.3402289803143461,0.9797921832794844,0,-0.7179231387363445,-1.71719656247985,649523,0.9295912978475678,93.0%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
2,2,1,0,1,3,0,-0.3402289803143461,3.901542581122849,0,-0.7179231387363445,-0.925475373697163,596699,0.9295555531672105,93.0%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
1,2,0,3,2,0,0,-0.3402289803143461,0.9797921832794844,0,-0.7179231387363445,-3.7269503493897473,586435,0.9293575431117759,92.9%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
2,2,0,12,0,1,0,-0.3402289803143461,0.9797921832794844,0,-0.7179231387363445,0.2519561378258073,622130,0.9291833450881462,92.9%,1,band_1,Low Online Engagement | Late Registration | High Course Load,ACTION REQUIRED: High Risk
1,3,0,5,2,8,0,-0.3402289803143461,0.9797921832794844,0,-0.7179231387363445,-0.8848742870929226,414663,0.928241428487689,92.8%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
3,3,1,5,2,4,0,-0.3402289803143461,3.1711049816620074,0,-0.7161506950774484,-1.0066775469056437,648833,0.9281888998757285,92.8%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
3,1,1,3,1,8,0,-0.3402289803143461,2.440667382201166,0,-0.7179231387363445,-2.3668139481476955,575855,0.9280315625562789,92.8%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
2,3,1,9,0,8,1,-0.3402289803143461,1.7102297827403254,0,-0.7090609204418642,-0.8848742870929226,2595526,0.9279567568629007,92.8%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
3,3,0,9,1,5,1,-0.3402289803143461,0.9797921832794844,0,-0.7179231387363445,-0.4991639643526392,657161,0.9277429395444677,92.8%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
2,2,1,3,2,4,0,-0.3402289803143461,0.9797921832794844,0,-0.7179231387363445,-3.5848465462749064,584756,0.9274604186711105,92.7%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
4,1,1,0,0,8,0,-0.3402289803143461,1.7102297827403254,0,-0.7179231387363445,-2.204409601730734,556836,0.9273305223273718,92.7%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
2,3,1,6,1,2,1,-0.3402289803143461,0.2493545838186435,0,-0.7179231387363445,-0.011950925101755,683073,0.9271598189509264,92.7%,1,band_1,Low Online Engagement,ACTION REQUIRED: High Risk
3,1,1,0,2,4,0,-0.3402289803143461,0.9797921832794844,0,-0.7179231387363445,-0.7630710272802016,589569,0.9263748814564061,92.6%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
3,1,1,0,2,1,0,-0.3402289803143461,0.9797921832794844,0,-0.7179231387363445,-2.3059123182413352,2194777,0.9263286967118863,92.6%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
5,1,0,12,2,6,0,-0.3402289803143461,2.440667382201166,0,-0.7179231387363445,-0.4991639643526392,330669,0.9263271402360245,92.6%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
2,3,1,9,2,4,0,-0.3402289803143461,0.9797921832794844,0,-0.7161506950774484,-0.0931530983102357,682041,0.9260715821597527,92.6%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
2,2,1,7,2,2,0,-0.3402289803143461,2.440667382201166,0,-0.7173323241833791,-2.042005255313773,579321,0.9253675242442192,92.5%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
2,3,1,3,0,1,1,-0.3402289803143461,0.9797921832794844,0,-0.7173323241833791,0.5564642873576099,639232,0.9250739441325692,92.5%,1,band_1,Low Online Engagement | Late Registration | High Course Load,ACTION REQUIRED: High Risk
2,2,0,0,0,3,0,-0.3402289803143461,0.2493545838186435,0,-0.7179231387363445,-0.925475373697163,556007,0.9248577958613364,92.5%,1,band_1,Low Online Engagement,ACTION REQUIRED: High Risk
2,2,1,0,0,8,1,-0.3402289803143461,0.9797921832794844,0,-0.7179231387363445,-2.85402698739858,592437,0.9243094341125955,92.4%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
2,3,0,3,2,2,0,-0.3402289803143461,0.2493545838186435,0,-0.7179231387363445,-0.011950925101755,324440,0.9241008489229715,92.4%,1,band_1,Low Online Engagement,ACTION REQUIRED: High Risk
2,2,1,3,2,1,0,-0.3402289803143461,0.2493545838186435,0,-0.7179231387363445,-1.047278633509884,607609,0.9240708169235359,92.4%,1,band_1,Low Online Engagement,ACTION REQUIRED: High Risk
1,3,0,4,2,3,0,-0.3402289803143461,0.9797921832794844,0,-0.7179231387363445,-1.7577976490840903,641045,0.9240554637106091,92.4%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
3,0,0,1,2,6,0,-0.3402289803143461,0.9797921832794844,0,-0.7179231387363445,0.2519561378258073,2707979,0.924041254203636,92.4%,1,band_1,Low Online Engagement | Late Registration | High Course Load,ACTION REQUIRED: High Risk
3,3,1,5,0,3,0,-0.3402289803143461,0.9797921832794844,0,-0.7179231387363445,0.5158632007533696,691008,0.9240153200090794,92.4%,1,band_1,Low Online Engagement | Late Registration | High Course Load,ACTION REQUIRED: High Risk
2,3,0,5,0,2,0,-0.3402289803143461,0.9797921832794844,0,-0.6883824110880766,-1.493890586156528,636243,0.9237055870187278,92.4%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
5,3,1,1,0,7,0,-0.3402289803143461,0.9797921832794844,0,-0.7179231387363445,-0.2352569014250769,680715,0.9236980811069491,92.4%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
2,2,0,8,1,7,0,-0.3402289803143461,2.440667382201166,0,-0.6860191528762153,-0.925475373697163,573697,0.9230291408073691,92.3%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
5,3,1,8,2,4,0,-0.3402289803143461,0.9797921832794844,0,-0.7179231387363445,-0.6412677674674805,654289,0.9229056677366282,92.3%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
5,3,1,10,0,2,0,-0.3402289803143461,0.9797921832794844,0,-0.7179231387363445,-0.8036721138844419,675002,0.9228899794049361,92.3%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
1,3,0,5,2,6,0,-0.3402289803143461,0.9797921832794844,0,-0.7179231387363445,-0.4382623344462787,610437,0.9226841871233717,92.3%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
3,1,1,5,2,1,0,-0.3402289803143461,0.9797921832794844,0,-0.7179231387363445,-0.5194645076547595,544155,0.922444710735687,92.2%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
2,2,0,5,0,1,0,-0.3402289803143461,0.9797921832794844,1,-0.7179231387363445,-2.6104204677731375,592284,0.9222996428410064,92.2%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
5,1,1,3,1,4,0,-0.3402289803143461,3.1711049816620074,0,-0.7179231387363445,-1.4735900428544078,580358,0.9222922402611375,92.2%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
1,3,0,5,2,4,0,-0.3402289803143461,0.9797921832794844,0,-0.7179231387363445,-1.0066775469056437,656228,0.922201141271236,92.2%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
2,2,0,9,0,6,0,-0.3402289803143461,0.2493545838186435,0,-0.7179231387363445,-1.250284066531086,518330,0.9220646024434587,92.2%,1,band_1,Low Online Engagement,ACTION REQUIRED: High Risk
3,3,1,11,1,4,0,-0.3402289803143461,0.9797921832794844,0,-0.7179231387363445,-1.0675791768120042,645710,0.9220091013168288,92.2%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
3,3,0,3,3,2,0,-0.3402289803143461,0.9797921832794844,0,-0.7179231387363445,0.5564642873576099,635071,0.9219866736273962,92.2%,1,band_1,Low Online Engagement | Late Registration | High Course Load,ACTION REQUIRED: High Risk
5,2,1,3,2,8,0,-0.3402289803143461,0.9797921832794844,0,-0.7179231387363445,0.1707539646173265,628666,0.9219601340277395,92.2%,1,band_1,Low Online Engagement | Late Registration | High Course Load,ACTION REQUIRED: High Risk
5,1,1,3,0,1,1,-0.3402289803143461,0.9797921832794844,0,-0.7179231387363445,-0.6818688540717208,229191,0.9216495645758207,92.2%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
1,3,0,11,0,3,0,-0.3402289803143461,2.440667382201166,0,-0.7179231387363445,-0.6209672241653603,579031,0.9215423787858213,92.2%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
2,3,1,8,0,4,0,-0.3402289803143461,0.9797921832794844,0,-0.7149690659715177,-0.1946558148208366,657211,0.9209958033632649,92.1%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
4,1,1,11,2,1,0,-0.3402289803143461,1.7102297827403254,0,-0.7179231387363445,-1.8186992789904508,141301,0.920863191837791,92.1%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
2,3,0,9,0,4,0,-0.3402289803143461,0.2493545838186435,0,-0.7179231387363445,-0.3773607045399182,512861,0.9197683312876934,92.0%,1,band_1,Low Online Engagement,ACTION REQUIRED: High Risk
4,2,1,6,0,3,1,-0.3402289803143461,0.2493545838186435,1,-0.7179231387363445,-1.3314862397395666,272103,0.9197413343802188,92.0%,1,band_1,Low Online Engagement,ACTION REQUIRED: High Risk
3,3,0,0,0,4,0,-0.3402289803143461,0.9797921832794844,1,-0.7179231387363445,-1.047278633509884,636712,0.9196377596332611,92.0%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
2,2,1,1,2,0,1,-0.3402289803143461,0.2493545838186435,0,-0.7179231387363445,-0.5600655942589998,1514245,0.9196046046564001,92.0%,1,band_1,Low Online Engagement,ACTION REQUIRED: High Risk
3,3,0,11,2,5,0,-0.3402289803143461,0.9797921832794844,0,-0.7131966223126216,0.3737593976385283,688128,0.9194408388286626,91.9%,1,band_1,Low Online Engagement | Late Registration | High Course Load,ACTION REQUIRED: High Risk
4,3,0,0,0,8,0,-0.3402289803143461,0.9797921832794844,0,-0.6919272984058689,-0.925475373697163,656825,0.9194258906089005,91.9%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
2,3,1,11,0,3,0,-0.3402289803143461,0.9797921832794844,0,-0.7167415096304137,-1.3314862397395666,649394,0.919261309200951,91.9%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
5,1,0,5,0,1,1,-0.3402289803143461,0.2493545838186435,1,-0.7179231387363445,-0.925475373697163,587934,0.9189786203124543,91.9%,1,band_1,Low Online Engagement,ACTION REQUIRED: High Risk
3,3,1,0,0,9,0,-0.3402289803143461,0.9797921832794844,0,-0.7173323241833791,0.0489507048046055,685033,0.9189310810614367,91.9%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
2,3,1,0,2,2,1,-0.3402289803143461,0.9797921832794844,0,-0.7179231387363445,0.4752621141491292,532744,0.9188682667581114,91.9%,1,band_1,Low Online Engagement | Late Registration | High Course Load,ACTION REQUIRED: High Risk
3,3,0,7,0,2,1,-0.3402289803143461,0.9797921832794844,0,-0.7061068476770374,0.2113550512215669,352954,0.9188530491268995,91.9%,1,band_1,Low Online Engagement | Late Registration | High Course Load,ACTION REQUIRED: High Risk
5,2,1,5,0,0,1,-0.3402289803143461,0.9797921832794844,1,-0.7179231387363445,-1.0675791768120042,604678,0.9188358555384031,91.9%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
3,3,1,8,0,5,0,-0.3402289803143461,0.9797921832794844,0,-0.7179231387363445,0.2722566811279274,530807,0.9185241996389999,91.9%,1,band_1,Low Online Engagement | Late Registration | High Course Load,ACTION REQUIRED: High Risk
5,3,1,12,2,0,0,-0.3402289803143461,0.9797921832794844,1,-0.7173323241833791,0.4955626574512494,688937,0.9184728354714189,91.8%,1,band_1,Low Online Engagement | Late Registration | High Course Load,ACTION REQUIRED: High Risk
3,1,0,2,0,10,0,-0.3402289803143461,2.440667382201166,0,-0.7179231387363445,-1.8593003655946911,581648,0.9183541888392359,91.8%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
3,3,1,6,2,4,0,-0.3402289803143461,0.9797921832794844,0,-0.7179231387363445,0.4955626574512494,626799,0.9181308736083628,91.8%,1,band_1,Low Online Engagement | Late Registration | High Course Load,ACTION REQUIRED: High Risk
5,2,1,1,2,4,0,-0.3402289803143461,0.9797921832794844,0,-0.7179231387363445,0.2519561378258073,58221,0.9176889940501393,91.8%,1,band_1,Low Online Engagement | Late Registration | High Course Load,ACTION REQUIRED: High Risk
3,3,0,0,2,5,0,-0.3402289803143461,0.9797921832794844,0,-0.7037435894651759,0.5767648306597302,689816,0.9174623358483437,91.7%,1,band_1,Low Online Engagement | Late Registration | High Course Load,ACTION REQUIRED: High Risk
2,3,1,11,2,0,0,-0.3402289803143461,0.2493545838186435,0,-0.715559880524483,0.1910545079194467,684511,0.9174493728241159,91.7%,1,band_1,Low Online Engagement | Late Registration,ACTION REQUIRED: High Risk
3,1,0,5,2,4,1,-0.3402289803143461,0.2493545838186435,0,-0.7179231387363445,-1.5953933026671288,419822,0.9172773331235436,91.7%,1,band_1,Low Online Engagement,ACTION REQUIRED: High Risk
3,2,1,7,0,1,0,-0.3402289803143461,0.9797921832794844,1,-0.7179231387363445,-0.7833715705823218,588560,0.9166832992224698,91.7%,1,band_1,Low Online Engagement | High Course Load,ACTION REQUIRED: High Risk
